gene_id,Mean_High,Mean_Low,log2FC,P_value,FDR,Regulation,gene_name,gene_type
ENSG00000002919,1867.2679611650483,1844.6504854368927,0.0175720193831364,0.7655774298642567,0.847210985202349,Not Significant,SNX11,protein_coding
ENSG00000002933,2942.052427184466,2380.687378640777,0.3053291856767063,0.0036989372102093,0.0140496605744462,Not Significant,TMEM176A,protein_coding
ENSG00000003056,4526.939805825243,4104.058252427184,0.1414520846202422,0.0022219556628772,0.0090536487337698,Not Significant,M6PR,protein_coding
ENSG00000003096,942.052427184466,403.2116504854369,1.2222270722493798,1.7704147905756896e-12,3.8805995855163417e-11,Up,KLHL13,protein_coding
ENSG00000003137,547.4796116504855,256.8601941747573,1.088848911289287,7.463135673728109e-13,1.7162694365250986e-11,Up,CYP26B1,protein_coding
ENSG00000003147,2940.73786407767,3271.6058252427183,-0.1537711499961863,0.0044944393536972,0.0165828235583178,Not Significant,ICA1,protein_coding
ENSG00000003249,2373.4349514563105,2998.1087378640777,-0.3369495969926461,1.313508005296168e-05,9.558940826097687e-05,Not Significant,DBNDD1,protein_coding
ENSG00000003393,2053.376699029126,1845.2990291262136,0.1540645116789572,0.0002949910693009,0.001536723127173,Not Significant,ALS2,protein_coding
ENSG00000003400,862.3456310679612,556.1436893203884,0.6318887906853704,4.5460481308934154e-14,1.223510009644512e-12,Not Significant,CASP10,protein_coding
ENSG00000003402,6160.33786407767,4311.508737864077,0.5147162697479323,8.908272493166186e-27,8.710757107149673e-25,Not Significant,CFLAR,protein_coding
ENSG00000003436,1799.4660194174758,992.031067961165,0.8584596117746639,4.180084020964846e-09,5.660194361872887e-08,Not Significant,TFPI,protein_coding
ENSG00000003509,768.0135922330097,700.0951456310679,0.1333988522085039,0.000176861620082,0.0009752117849638,Not Significant,NDUFAF7,protein_coding
ENSG00000003756,4194.368932038835,3773.3883495145633,0.1525548133529101,0.0002818662121637,0.0014752406253822,Not Significant,RBM5,protein_coding
ENSG00000003987,121.98058252427184,142.56893203883496,-0.2233130417170596,0.0493605390453726,0.1224722442890543,Not Significant,MTMR7,protein_coding
ENSG00000003989,13718.976699029126,17578.48932038835,-0.3576151298241133,0.0150701857641792,0.0462488794766065,Not Significant,SLC7A2,protein_coding
ENSG00000004059,5581.149514563107,6062.611650485437,-0.1193565911014721,0.0028108185328185,0.0111160814477899,Not Significant,ARF5,protein_coding
ENSG00000004139,294.8368932038835,307.6757281553398,-0.0612900660048795,0.4634602904892516,0.6105684034556227,Not Significant,SARM1,protein_coding
ENSG00000004142,7595.180582524272,8275.823300970873,-0.1238029553413694,0.0103226713844897,0.0336804945726552,Not Significant,POLDIP2,protein_coding
ENSG00000004399,11302.258252427184,9466.33786407767,0.2557079865995677,1.83485336021996e-06,1.5747397957369793e-05,Not Significant,PLXND1,protein_coding
ENSG00000004455,8102.937864077669,7879.992233009709,0.0402458331314726,0.3312845147920962,0.4906185581799895,Not Significant,AK2,protein_coding
ENSG00000004468,443.8893203883495,337.0155339805825,0.3963569177775116,0.0100866652299707,0.0330097724054416,Not Significant,CD38,protein_coding
ENSG00000004478,16483.388349514564,20949.55922330097,-0.345888396568236,1.4249866214570484e-08,1.78003957075098e-07,Not Significant,FKBP4,protein_coding
ENSG00000004487,6569.695145631068,6627.827184466019,-0.0127076335465563,0.7638926007622415,0.8460587768592142,Not Significant,KDM1A,protein_coding
ENSG00000004534,4507.033009708738,4262.578640776699,0.0804332125063937,0.0379172398011076,0.0989130474184373,Not Significant,RBM6,protein_coding
ENSG00000004660,816.2893203883496,755.2058252427184,0.1120679199693989,0.0483757228341413,0.1205552925736137,Not Significant,CAMKK1,protein_coding
ENSG00000004700,1804.333980582524,1409.3223300970874,0.3562408262164108,8.198042965312107e-09,1.0615853845828037e-07,Not Significant,RECQL,protein_coding
ENSG00000004766,2207.3728155339804,2055.332038834952,0.1029105098251682,0.1069418026187014,0.2240537819353353,Not Significant,VPS50,protein_coding
ENSG00000004776,459.9339805825242,88.3126213592233,2.367624157054412,1.8058305292295265e-06,1.5512706697046493e-05,Up,HSPB6,protein_coding
ENSG00000004777,715.9106796116505,888.8582524271844,-0.3117821603921539,1.822056222388704e-05,0.0001285437549967,Not Significant,ARHGAP33,protein_coding
ENSG00000004779,3269.617475728155,3699.438834951456,-0.1781333352285013,1.6966836460850874e-05,0.000120515555558,Not Significant,NDUFAB1,protein_coding
ENSG00000004799,7242.858252427184,2065.761165048544,1.8093866354217556,1.4792701755429594e-15,4.785711631601611e-14,Up,PDK4,protein_coding
ENSG00000004809,18.724271844660198,14.833009708737864,0.3170365171282505,0.2325367823925291,0.393161257917539,Not Significant,SLC22A16,protein_coding
ENSG00000004838,569.0194174757281,891.5533980582525,-0.6469274177292395,2.929187524856344e-08,3.495248069794824e-07,Not Significant,ZMYND10,protein_coding
ENSG00000004846,89.79805825242718,9.648543689320388,3.092005306497246,8.382322708979582e-19,3.8349729149289333e-17,Up,ABCB5,protein_coding
ENSG00000004848,71.97087378640776,86.00582524271844,-0.2537912666399402,0.3475810713755596,0.5053820174478204,Not Significant,ARX,protein_coding
ENSG00000004864,1877.483495145631,1695.3184466019418,0.1471614104406691,0.0064624895969014,0.0226381646296389,Not Significant,SLC25A13,protein_coding
ENSG00000004866,1517.0116504854368,1504.9126213592233,0.0115448013226553,0.8178855745920188,0.8836597575294035,Not Significant,ST7,protein_coding
ENSG00000004897,4734.623300970874,4322.376699029126,0.1313957803708853,0.0089744760650252,0.0299073991808698,Not Significant,CDC27,protein_coding
ENSG00000004939,5.728155339805825,3.8233009708737855,0.4801901788040946,0.1549882985051982,0.2947947866240233,Not Significant,SLC4A1,protein_coding
ENSG00000004948,36.79417475728155,47.227184466019416,-0.3516826991154085,0.4751500766865353,0.6209286966815856,Not Significant,CALCR,protein_coding
ENSG00000004961,1581.2796116504855,1441.0912621359223,0.1338420995676518,0.134389871144251,0.2654311204992289,Not Significant,HCCS,protein_coding
ENSG00000004975,1911.961165048544,1870.1864077669904,0.0318542987300341,0.4317905995498899,0.5827117897295694,Not Significant,DVL2,protein_coding
ENSG00000005001,843.2135922330098,844.0368932038836,-0.0014062713992088,0.9841889981685644,0.9906663843101624,Not Significant,PRSS22,protein_coding
ENSG00000005007,8601.08349514563,8637.015533980582,-0.0060137762794396,0.8601679280593479,0.9122031556390784,Not Significant,UPF1,protein_coding
ENSG00000005020,2489.1106796116505,1567.6970873786408,0.6666430707986425,1.0765804109336315e-22,7.115272028937815e-21,Not Significant,SKAP2,protein_coding
ENSG00000005022,13593.500970873789,13909.425242718447,-0.0331433301940852,0.5151579865347591,0.6557380708884345,Not Significant,SLC25A5,protein_coding
ENSG00000005059,1504.7436893203885,1227.326213592233,0.2937824561580042,3.4509949758317135e-08,4.071228740598999e-07,Not Significant,MCUB,protein_coding
ENSG00000005073,82.19805825242719,51.262135922330096,0.6707837699573751,0.0069019060044405,0.0239436678095159,Not Significant,HOXA11,protein_coding
ENSG00000005075,1795.316504854369,2082.957281553398,-0.2142841340928295,1.35102440577128e-05,9.808030213691456e-05,Not Significant,POLR2J,protein_coding
ENSG00000005100,1767.1611650485436,1666.978640776699,0.0841489655208007,0.0802423057938655,0.1796978762845727,Not Significant,DHX33,protein_coding
ENSG00000005102,624.6155339805825,200.2,1.6366460299419154,2.285621341404834e-22,1.475849515144193e-20,Up,MEOX1,protein_coding
ENSG00000005108,446.91650485436895,257.0504854368932,0.7955764831074006,1.1154852971010904e-17,4.537828423450113e-16,Not Significant,THSD7A,protein_coding
ENSG00000005156,2998.9514563106795,3325.1203883495145,-0.1489012317142092,0.0112561327405182,0.0362038381040746,Not Significant,LIG3,protein_coding
ENSG00000005175,2324.001941747573,2320.339805825243,0.0022741962237323,0.95607763826059,0.974248585088384,Not Significant,RPAP3,protein_coding
ENSG00000005187,314.07766990291265,186.63300970873783,0.7477938525329628,0.002246137530103,0.0091389146198376,Not Significant,ACSM3,protein_coding
ENSG00000005189,514.7087378640776,659.0912621359223,-0.3561090108104894,8.058268154233645e-09,1.044903368977503e-07,Not Significant,REXO5,protein_coding
ENSG00000005194,2623.141747572816,2525.990291262136,0.0544255303029362,0.2319552166697133,0.3926438128530374,Not Significant,CIAPIN1,protein_coding
ENSG00000005206,2129.011650485437,2362.831067961165,-0.1502656149234333,0.0024245251789318,0.0097813233419232,Not Significant,SPPL2B,protein_coding
ENSG00000005238,1499.0077669902912,1303.9805825242718,0.2009416306123564,2.297256357708156e-05,0.0001584798017596,Not Significant,FAM214B,protein_coding
ENSG00000005243,1342.0155339805826,727.8174757281554,0.8818465338932631,3.357156135335992e-31,5.23518877339748e-29,Not Significant,COPZ2,protein_coding
ENSG00000005249,4852.01359223301,3365.467961165049,0.5276451660849012,0.0001029168701907,0.0006029450229294,Not Significant,PRKAR2B,protein_coding
ENSG00000005302,2208.1203883495145,1704.0349514563106,0.3736707287144703,1.2246642790013677e-15,4.010880581014911e-14,Not Significant,MSL3,protein_coding
ENSG00000005339,9160.08349514563,8451.291262135923,0.1161757553807925,0.0060719589323855,0.0214427957744976,Not Significant,CREBBP,protein_coding
ENSG00000005379,1378.926213592233,1568.0135922330096,-0.185266723977027,0.0352477526484465,0.093095277194124,Not Significant,TSPOAP1,protein_coding
ENSG00000005381,19.724271844660198,13.45242718446602,0.5200096093053099,0.0004759409182388,0.0023529785263699,Not Significant,MPO,protein_coding
ENSG00000005421,26.22135922330097,42.976699029126216,-0.6920002113197913,0.0934927930094576,0.2023902870219706,Not Significant,PON1,protein_coding
ENSG00000005436,1219.223300970874,1059.8776699029129,0.2018868769873587,2.299769252932828e-06,1.937506871671057e-05,Not Significant,GCFC2,protein_coding
ENSG00000005448,771.9456310679611,1005.3223300970874,-0.3806536378531383,1.6937098613717214e-09,2.4468800231588196e-08,Not Significant,WDR54,protein_coding
ENSG00000005469,2032.928155339806,1997.9631067961168,0.0250168739226936,0.7563263042935152,0.840934328780622,Not Significant,CROT,protein_coding
ENSG00000005471,142.6893203883495,106.60388349514564,0.4172226917957652,2.664877580552668e-08,3.19744715658205e-07,Not Significant,ABCB4,protein_coding
ENSG00000005483,6267.78640776699,5277.88932038835,0.2479517564919953,1.3494654880861942e-07,1.4290677798601202e-06,Not Significant,KMT2E,protein_coding
ENSG00000005486,5895.47572815534,6749.333980582524,-0.1951059570500224,9.747910853521808e-06,7.285055757374372e-05,Not Significant,RHBDD2,protein_coding
ENSG00000005513,556.4427184466019,283.9300970873786,0.9682155433795352,0.0093722485711639,0.0310335824938449,Not Significant,SOX8,protein_coding
ENSG00000005700,5021.2,4763.699029126214,0.0759343959059946,0.119345156489428,0.2430399529430918,Not Significant,IBTK,protein_coding
ENSG00000005801,1558.378640776699,1505.4660194174758,0.0498031476360219,0.2422760358336959,0.4041152082603573,Not Significant,ZNF195,protein_coding
ENSG00000005810,5325.168932038835,3453.904854368932,0.6244522073963206,1.4950200184140404e-24,1.1969692154141137e-22,Not Significant,MYCBP2,protein_coding
ENSG00000005812,3867.788349514563,3010.982524271845,0.361168405749286,7.862615287518718e-13,1.8055258724245342e-11,Not Significant,FBXL3,protein_coding
ENSG00000005844,1808.2155339805824,1543.9126213592233,0.2278390450437479,0.0118627417940293,0.0378513081195248,Not Significant,ITGAL,protein_coding
ENSG00000005882,1507.730097087379,1446.5203883495146,0.059751070574482,0.3547855281148781,0.5118410881178423,Not Significant,PDK2,protein_coding
ENSG00000005884,6672.314563106796,5983.283495145631,0.1572249883928655,0.0880623691465658,0.1930430049125242,Not Significant,ITGA3,protein_coding
ENSG00000005889,4030.8699029126215,3899.473786407767,0.0477997106295412,0.4334056767411156,0.5840352001887743,Not Significant,ZFX,protein_coding
ENSG00000005893,18537.45436893204,15749.128155339806,0.2351573977026818,3.766585503931766e-07,3.6860936644096807e-06,Not Significant,LAMP2,protein_coding
ENSG00000005961,60.08543689320389,82.9242718446602,-0.4582596401262636,0.0007353442205722,0.0034529773191564,Not Significant,ITGA2B,protein_coding
ENSG00000005981,23.867961165048545,13.528155339805826,0.7754366974179684,0.0975820289173008,0.2090893244668056,Not Significant,ASB4,protein_coding
ENSG00000006007,5694.316504854369,5581.366990291263,0.0288990470957969,0.5381521539025216,0.6752621546693451,Not Significant,GDE1,protein_coding
ENSG00000006015,1037.0388349514562,1142.0388349514562,-0.1390140016168905,0.0618009586478755,0.146455013148556,Not Significant,REX1BD,protein_coding
ENSG00000006016,679.178640776699,370.3456310679612,0.8731510978034023,0.018553571865789,0.0548979563645886,Not Significant,CRLF1,protein_coding
ENSG00000006025,707.9592233009708,667.8097087378641,0.0841068610245421,0.1316264295039634,0.2613686472918368,Not Significant,OSBPL7,protein_coding
ENSG00000006042,3291.440776699029,2628.198058252427,0.3245346653236841,7.997854462296237e-07,7.373292489023412e-06,Not Significant,TMEM98,protein_coding
ENSG00000006047,497.2621359223301,678.8932038834952,-0.4484032043261961,2.8385086627015423e-05,0.0001914188190599,Not Significant,YBX2,protein_coding
ENSG00000006059,13.794174757281551,14.986407766990292,-0.1118165708512371,0.7054858789755473,0.804059787258889,Not Significant,KRT33A,protein_coding
ENSG00000006062,1069.178640776699,825.5087378640777,0.3727496633187483,5.2289851268036495e-12,1.0755030701759334e-10,Not Significant,MAP3K14,protein_coding
ENSG00000006071,617.8601941747572,927.8893203883496,-0.5858931768650091,0.0001562842538775,0.0008754046280699,Not Significant,ABCC8,protein_coding
ENSG00000006116,0.9611650485436892,0.3553398058252427,0.5330563514295048,0.1728877098532246,0.3193533750929497,Not Significant,CACNG3,protein_coding
ENSG00000006118,5751.03495145631,6220.027184466019,-0.1130803683707005,0.1729588324981304,0.3194261366884814,Not Significant,TMEM132A,protein_coding
ENSG00000006125,24589.23106796117,27453.93203883495,-0.1589800484548031,0.0116016821673972,0.037130051620648,Not Significant,AP2B1,protein_coding
ENSG00000006128,54.10679611650485,29.40970873786408,0.8576982535907245,0.0174355965766151,0.0521461483825084,Not Significant,TAC1,protein_coding
ENSG00000006194,2685.3436893203884,2912.1087378640777,-0.1169156599106261,0.0035950120856487,0.0137127727180645,Not Significant,ZNF263,protein_coding
ENSG00000006210,7601.623300970874,3284.143689320388,1.210540835231824,4.214234958380918e-14,1.1393476699377945e-12,Up,CX3CL1,protein_coding
ENSG00000006282,3928.6038834951455,4538.640776699029,-0.2081942495007578,0.0077169382783283,0.0263157908072087,Not Significant,SPATA20,protein_coding
ENSG00000006283,123.51650485436892,56.70679611650485,1.1095238465545076,2.391397364093152e-09,3.3631800595283534e-08,Up,CACNA1G,protein_coding
ENSG00000006327,3147.854368932039,2652.279611650485,0.2470503162499219,0.0007544252205682,0.0035343153579183,Not Significant,TNFRSF12A,protein_coding
ENSG00000006377,48.69708737864077,30.84660194174757,0.6420218575727814,0.0657833482311853,0.15378252415809,Not Significant,DLX6,protein_coding
ENSG00000006432,1116.4563106796118,1126.0679611650485,-0.0123560840276621,0.8491553285669444,0.9051915371405024,Not Significant,MAP3K9,protein_coding
ENSG00000006451,5397.852427184466,4695.203883495145,0.2011577388059467,1.1841776691473393e-07,1.2672480380437932e-06,Not Significant,RALA,protein_coding
ENSG00000006453,1981.256310679612,2010.768932038835,-0.021321090795967,0.7120546349310929,0.8091789820088582,Not Significant,BAIAP2L1,protein_coding
ENSG00000006459,2900.980582524272,2076.2679611650487,0.4823505348025444,1.6470018010495625e-13,4.110441001175891e-12,Not Significant,KDM7A,protein_coding
ENSG00000006468,1131.695145631068,635.9961165048544,0.8304031433208479,2.3064655893746e-22,1.4872962836996914e-20,Not Significant,ETV1,protein_coding
ENSG00000006530,1803.7087378640776,1766.2466019417477,0.0302626513034813,0.4287891375859983,0.5798934380265466,Not Significant,AGK,protein_coding
ENSG00000006534,1028.5009708737864,965.8233009708738,0.0906210421329622,0.2754080265066798,0.4401473711851345,Not Significant,ALDH3B1,protein_coding
ENSG00000006555,745.6815533980582,728.0174757281553,0.0345396913192129,0.7379341994600445,0.8274643198175161,Not Significant,TTC22,protein_coding
ENSG00000006576,2445.2970873786408,2118.739805825243,0.2067124332490525,9.46803972659022e-05,0.0005597075318055,Not Significant,PHTF2,protein_coding
ENSG00000006606,22.80388349514563,14.61747572815534,0.6080356741124714,2.2932355923957256e-06,1.933026249742788e-05,Not Significant,CCL26,protein_coding
ENSG00000006607,2438.33786407767,2192.677669902913,0.1531380370144271,0.0008019675180677,0.0037283988724821,Not Significant,FARP2,protein_coding
ENSG00000006611,29.005825242718448,69.59805825242718,-1.2343858952915647,0.1829769498036091,0.3326714200536698,Not Significant,USH1C,protein_coding
ENSG00000006625,2466.821359223301,2768.6679611650484,-0.1664750662231134,0.015148162877516,0.0464460602833201,Not Significant,GGCT,protein_coding
ENSG00000006634,938.6310679611652,1013.8660194174756,-0.1111229577476158,0.0929118911373972,0.2013885814805507,Not Significant,DBF4,protein_coding
ENSG00000006638,179.75728155339806,151.86796116504854,0.2417676941832049,2.8707747496639583e-05,0.0001933215206103,Not Significant,TBXA2R,protein_coding
ENSG00000006652,583.3650485436893,476.0252427184466,0.2928042804280555,8.659887749426422e-05,0.0005175758061462,Not Significant,IFRD1,protein_coding
ENSG00000006659,3.124271844660194,4.353398058252427,-0.3763155012060369,0.1511410157638782,0.2894236121120727,Not Significant,LGALS14,protein_coding
ENSG00000006695,1007.0,939.4271844660194,0.1001074908556212,0.0147770313179,0.0454776124106774,Not Significant,COX10,protein_coding
ENSG00000006704,2261.2194174757283,2529.073786407767,-0.1614405937360169,0.0001140482722037,0.0006593355285942,Not Significant,GTF2IRD1,protein_coding
ENSG00000006712,4973.700970873786,5099.073786407767,-0.0359083118271317,0.4103605246711296,0.5626911384865406,Not Significant,PAF1,protein_coding
ENSG00000006715,4230.623300970874,3878.9300970873783,0.1251805442069007,0.0039689613346594,0.0149185424944687,Not Significant,VPS41,protein_coding
ENSG00000006740,533.2310679611651,466.3708737864077,0.1928960484624476,0.0217528090796212,0.06264714488873,Not Significant,ARHGAP44,protein_coding
ENSG00000006744,4223.238834951457,4091.978640776699,0.0455402676888987,0.1928617424826505,0.3452873301088615,Not Significant,ELAC2,protein_coding
ENSG00000006747,992.1436893203884,1091.485436893204,-0.1375396794028062,0.6398396255155119,0.7554587962476603,Not Significant,SCIN,protein_coding
ENSG00000006756,6513.0815533980585,6147.654368932039,0.0832910701042933,0.2037216120075473,0.358678399243809,Not Significant,ARSD,protein_coding
ENSG00000006757,1803.009708737864,2011.714563106796,-0.1579354854156746,0.0045945702770943,0.0169091242081126,Not Significant,PNPLA4,protein_coding
ENSG00000006788,35.35728155339806,18.65242718446602,0.8875368283747298,1.6192319269608396e-18,7.207696743537066e-17,Not Significant,MYH13,protein_coding
ENSG00000006831,9810.526213592231,11333.023300970874,-0.2081105987779268,0.0134384610837177,0.0420413352122759,Not Significant,ADIPOR2,protein_coding
ENSG00000006837,30.299029126213597,35.95145631067961,-0.2395133177331106,3.1082202524542795e-05,0.0002077075114727,Not Significant,CDKL3,protein_coding
ENSG00000007001,12.2,11.149514563106797,0.1196392578423333,0.2240074678741578,0.3831311764461835,Not Significant,UPP2,protein_coding
ENSG00000007038,247.3378640776699,237.4873786407767,0.0583913288624561,0.8114958272628138,0.8794537066009069,Not Significant,PRSS21,protein_coding
ENSG00000007047,2682.7728155339805,2799.547572815534,-0.0614463846030274,0.163084342464864,0.3061632958430396,Not Significant,MARK4,protein_coding
ENSG00000007062,5622.772815533981,3482.8466019417474,0.690857213106072,0.000493735077794,0.0024296226092787,Not Significant,PROM1,protein_coding
ENSG00000007080,2599.6485436893204,2913.673786407767,-0.1644629803401494,0.0025439843562184,0.0101977356779259,Not Significant,CCDC124,protein_coding
ENSG00000007129,99.73398058252428,80.33203883495146,0.3086547446025066,0.008344597291445,0.0281225717602353,Not Significant,CEACAM21,protein_coding
ENSG00000007168,8378.877669902913,6899.714563106796,0.280183424038643,1.5246434317491466e-11,2.9454629666480073e-10,Not Significant,PAFAH1B1,protein_coding
ENSG00000007171,72.76699029126213,43.21553398058253,0.7384220624536486,0.0001061658922124,0.0006191669572955,Not Significant,NOS2,protein_coding
ENSG00000007174,52.11844660194175,64.45242718446602,-0.3012337358215651,0.2060835878903133,0.3616732860224336,Not Significant,DNAH9,protein_coding
ENSG00000007202,10926.347572815534,10638.73786407767,0.0384806469359735,0.5335677585257105,0.6714165317721013,Not Significant,KIAA0100,protein_coding
ENSG00000007216,432.94174757281553,331.56699029126213,0.3838564103104165,0.1410512915166178,0.2752724031160268,Not Significant,SLC13A2,protein_coding
ENSG00000007237,4155.186407766991,1898.47572815534,1.1296590844376737,5.059235462368879e-47,6.353068362982058e-44,Up,GAS7,protein_coding
ENSG00000007255,1521.629126213592,1827.914563106796,-0.2644231010913334,5.673280526852056e-05,0.0003563480323553,Not Significant,TRAPPC6A,protein_coding
ENSG00000007264,317.1922330097088,211.7126213592233,0.5809929817578701,2.096985133490792e-05,0.0001457807934147,Not Significant,MATK,protein_coding
ENSG00000007306,61.13592233009709,55.16504854368932,0.1457549457798722,0.6347792019959904,0.7519566303832356,Not Significant,CEACAM7,protein_coding
ENSG00000007312,241.13398058252423,143.4640776699029,0.7450947605412335,8.234182864943153e-05,0.0004946106973179,Not Significant,CD79B,protein_coding
ENSG00000007314,286.77669902912623,109.1980582524272,1.384850980246061,0.0006817892990259,0.0032326730694476,Up,SCN4A,protein_coding
ENSG00000007341,744.2601941747573,746.1864077669903,-0.0037240063887102,0.9280269920710844,0.9566654520945076,Not Significant,ST7L,protein_coding
ENSG00000007350,24.60970873786408,6.862135922330097,1.7036976343750634,0.1582458138824947,0.2994952503408911,Not Significant,TKTL1,protein_coding
ENSG00000007372,102.1495145631068,56.4873786407767,0.8434198795964986,0.0497070324357067,0.1231526569972509,Not Significant,PAX6,protein_coding
ENSG00000007376,1551.3553398058252,1973.442718446602,-0.3469866801618751,1.0414426200150791e-11,2.06548457780048e-10,Not Significant,RPUSD1,protein_coding
ENSG00000007384,3198.5320388349514,3445.161165048544,-0.1071292599585626,0.0291471297883742,0.0796859169314728,Not Significant,RHBDF1,protein_coding
ENSG00000007392,2437.741747572816,2766.1398058252425,-0.1822585449907037,0.0001870563023118,0.0010249295179873,Not Significant,LUC7L,protein_coding
ENSG00000007402,835.3398058252427,1289.1495145631068,-0.6253771331128288,7.364781966020989e-07,6.826586360811763e-06,Not Significant,CACNA2D2,protein_coding
ENSG00000007516,965.6970873786408,1306.895145631068,-0.4361110841649694,0.0010880286034366,0.0048855320315036,Not Significant,BAIAP3,protein_coding
ENSG00000007520,1747.4912621359224,1969.7203883495145,-0.1726125106848125,0.0002895175673085,0.0015108485648327,Not Significant,TSR3,protein_coding
ENSG00000007541,3272.0912621359225,4220.854368932039,-0.3672229854301388,8.87367502622076e-10,1.3378642176973214e-08,Not Significant,PIGQ,protein_coding
ENSG00000007545,1414.442718446602,1483.6135922330095,-0.0688341164694723,0.1622373490223461,0.3049691479475405,Not Significant,CRAMP1,protein_coding
ENSG00000007866,2830.4155339805825,2461.042718446602,0.2016676984070659,6.934102479960546e-07,6.46126737236394e-06,Not Significant,TEAD3,protein_coding
ENSG00000007908,819.6194174757281,502.74563106796114,0.7040178702926841,0.0007516317863438,0.0035239109432853,Not Significant,SELE,protein_coding
ENSG00000007923,1873.2174757281557,1767.7436893203885,0.0835633659454872,0.0393101026115092,0.1018017733863019,Not Significant,DNAJC11,protein_coding
ENSG00000007933,423.78252427184464,545.4660194174758,-0.3634073741151719,0.6009360440557934,0.7256121397366924,Not Significant,FMO3,protein_coding
ENSG00000007944,3238.5223300970874,3014.3087378640776,0.1034753749418199,0.0609198981763356,0.1448274063958941,Not Significant,MYLIP,protein_coding
